배치번호,설비호기,교대조,소성온도,소성시간,입도,수분율,불순물,성형압력,방전용량,양품여부
B00479,B ,night,874.2,150,7.63,1.02,457,29.1,181.4,1
B00240,E,night,878.2,135,13.01,N/A,"1,001",26.7,178.8,1
B00949,A,day,868.6,120,13.42,1.31,"1,291",24.7,169.4,1
B00143,c,night,909.1,90,9.25,1.44,483,28.1,177.5,1
B00909,C,day,839.7,135,14.55,1.2,611,22.9,173.1,1
B01352,C,day,828.8,120,6.65,0.49,"1,196",24.6,173.0,1
B01245,E,night,814.9,105,7.52,0.86,"1,161",27.0,167.7,0
B00742,F ,day,847.3,90,8.78,0.85,"1,406",26.7,173.9,1
B00164,B,night,816.0,90,11.73,0.94,558,22.6,170.0,1
B00758,E,night,781.6,105,13.8,1.82,907,23.8,153.7,0
B00643,D,night,854.7,150,13.32,1.09,716,20.9,176.6,1
B00020,E,night,869.7,135,12.92,1.64,"1,182",25.0,176.8,1
B00129,D,day,837.4,90,13.83,1.17,945,18.6,169.4,1
B00518,F ,day,849.2,105,12.78,-,902,26.7,174.8,1
B00605,B,night,793.8,120,10.18,0.63,"1,443",25.4,159.1,0
B00189,D,day,855.6,105,10.77,1.34,430,24.0,177.9,1
B00205,C ,night,839.0,90,10.31,1.16,574,21.4,175.0,1
B00535,E,day,895.9,135,11.91,1.44,176,21.3,181.1,1
B00140,C ,day,867.7,150,10.44,1.44,491,22.4,180.7,1
B00185, E,day,851.6,120,10.82,1.34,833,22.1,173.6,1
B00809,D ,day,879.7,135,17.88,0.39,841,24.1,180.6,1
B00906,B,night,812.3,135,13.13,1.47,950,23.1,164.1,0
B00207,F,day,856.3,135,13.59,1.27,726,26.1,179.1,1
B01301, B,day,896.1,120,16.47,1.12,448,23.9,175.0,1
B01265, C,night,871.8,90,14.75,1.8,807,26.1,175.2,1
B01272,B,night,861.2,105,14.53,1.23,834,22.9,169.6,1
B01122,B,night,842.5,120,13.02,0.86,"1,587",26.3,171.6,0
B00646,a,day,859.0,105,11.0,1.08,876,24.9,171.5,1
B00773,B,night,865.6,90,13.99,0.81,762,24.3,171.2,1
B00969,C,night,850.4,150,11.06,1.11,177,26.6,178.6,1
B00363,F,day,855.2,90,13.98,1.04,743,28.9,177.1,1
B01042,e,day,874.4,150,10.89,0.9,"1,198",24.0,176.4,1
B00640,F,day,888.5,120,10.69,1.38,"1,144",30.3,175.0,1
B00451, D,night,845.2,135,13.07,1.47,277,23.4,178.5,1
B01364,E,night,839.0,135,9.3,1.2,"1,134",28.8,174.3,1
B00348,e,day,871.6,90,11.65,0.75,"1,043",18.2,175.7,1
B00380,F,day,842.8,120,N/A,1.19,"1,262",21.0,171.7,1
B01027,A,night,896.0,90,12.87,1.28,910,22.0,174.3,1
B00961,A,day,858.3,90,11.25,1.62,957,22.7,169.5,1
B00272,B,night,867.1,90,13.92,1.86,720,20.1,171.6,1
B00416,E ,day,889.6,90,5.86,0.94,"1,081",25.6,180.1,1
B01398,F,day,795.2,90,N/A,N/A,847,23.0,163.0,0
B00489,C,night,902.8,105,15.2,1.64,376,24.5,177.2,1
B01358,D,night,889.3,120,13.63,1.63,"1,232",24.6,174.6,1
B00482,C,day,881.6,120,11.2,1.9,"1,217",20.9,172.9,1
B00943,B,night,841.6,90,-,1.54,63,24.5,173.1,1
B00913,A,night,860.9,150,11.75,-,"1,289",26.1,172.3,1
B00055, A,day,900.6,120,11.39,0.95,478,24.0,182.6,1
B01269,F,day,839.4,105,12.51,1.12,171,26.1,175.6,1
B00529,A,night,914.6,135,-,1.0,"1,267",24.9,182.3,1
B00675,C,day,819.9,105,10.34,0.4,352,20.1,171.4,1
B00988,B ,day,842.4,135,12.23,1.46,"1,154",22.8,172.5,1
B00481,C ,day,872.3,90,11.46,1.61,466,22.1,175.5,1
B00538,A ,day,816.9,150,9.29,1.21,"1,168",22.2,164.8,0
B01100,E,day,863.0,90,-,1.73,652,27.2,177.0,1
B00148,B,day,819.3,150,11.79,1.15,937,28.7,169.9,1
B01024,F,night,804.3,105,8.3,1.05,"1,147",24.5,164.4,0
B01121,b,night,923.1,105,11.81,0.98,808,26.4,174.7,1
B00379,a,day,836.1,90,12.46,N/A,352,24.8,169.8,1
B01390, D,night,857.5,90,17.04,1.58,347,23.1,174.0,1
B00273,C,night,860.9,150,11.6,1.13,"1,213",23.7,173.6,1
B00090,D,night,828.2,150,,1.52,424,999.0,173.5,1
B01182,D,day,835.8,120,12.93,1.39,956,22.1,167.3,0
B00709,A ,night,823.9,150,12.32,0.89,234,18.6,173.3,1
B00107,A,day,868.0,150,12.28,0.92,994,29.4,177.4,1
B00615,C,day,857.4,150,10.83,1.22,"1,238",22.8,171.5,1
B00937,A ,night,837.9,105,9.08,0.87,"1,271",21.5,174.3,1
B00464,C,day,814.7,135,14.19,0.91,"1,277",23.8,165.6,0
B00519,A,night,831.8,150,16.44,1.07,939,999.0,170.1,1
B00064,A,night,871.5,120,8.31,0.98,"1,138",20.7,180.2,1
B01303,D,night,845.3,135,10.26,1.2,"1,166",22.4,173.8,1
B00550,A,day,879.2,105,N/A,1.28,772,23.5,172.5,1
B01216,B ,day,849.2,105,14.27,1.29,625,25.3,169.4,1
B00347,F,day,825.3,90,10.24,0.75,"1,470",18.7,170.8,1
B00569,A,day,848.2,105,11.88,1.59,688,28.3,166.5,0
B00791,B,night,818.7,90,12.43,1.29,"1,600",24.7,161.2,0
B00434,B ,day,809.2,120,10.54,-,647,25.4,163.3,0
B00088,E,day,837.7,135,9.12,0.9,757,21.5,176.5,1
B00719,e,night,843.9,135,17.56,-,955,26.8,169.6,1
B00879,d,night,882.8,105,15.59,1.74,"1,117",21.5,171.2,1
B01123,A,day,849.1,120,-,1.4,709,23.8,174.3,1
B00700,E,day,885.0,135,12.08,0.99,705,25.3,180.6,1
B00277,E,night,847.1,135,11.41,1.5,887,24.3,174.4,1
B01347,B,night,833.7,90,12.02,1.26,230,21.0,172.5,1
B00252,d,night,911.8,150,N/A,1.38,946,21.2,174.8,1
B01149,C,day,828.8,90,12.03,1.69,844,25.1,169.2,1
B00317,F,night,850.8,90,9.53,1.15,724,23.3,175.2,1
B00921,A,night,799.9,135,9.33,1.03,"1,165",25.7,160.9,0
B00364,C,day,833.7,135,12.58,1.47,458,20.9,173.5,1
B00526,B,day,842.2,135,10.8,1.06,"1,079",27.2,174.8,1
B00453,E,day,827.4,90,12.47,1.14,766,22.3,168.1,1
B01274,C,night,851.1,150,16.18,0.94,502,23.0,169.0,1
B01300,C,night,838.8,105,N/A,1.33,841,21.7,170.9,1
B01135,F,day,865.0,105,16.47,1.21,514,24.2,180.0,1
B00080,A ,day,888.9,120,10.21,1.23,403,20.7,177.5,1
B00888,E ,night,826.4,105,-,1.32,898,26.5,167.2,0
B00063,E,day,873.3,90,12.8,1.39,644,22.4,182.4,1
B01241,E,night,854.8,105,12.86,1.34,597,23.3,177.0,1
B00510,D,day,917.6,120,7.11,0.91,"1,212",24.5,173.7,1
B00928, B,night,897.8,90,10.31,1.09,981,24.2,177.7,1
B00275,d,night,834.9,150,7.31,1.49,361,20.0,175.4,1
B00362,F,night,824.7,120,12.87,1.26,886,24.6,170.5,1
B00345,A,day,880.9,135,12.6,1.72,859,21.7,172.9,1
B01119,F,day,871.5,135,10.51,1.02,693,27.5,183.0,1
B00652,A,day,856.4,150,N/A,1.48,810,27.3,176.4,1
B00964,A,day,853.7,120,15.3,1.1,755,21.6,173.0,1
B01221,C,day,855.0,150,11.38,1.68,"1,209",22.5,175.3,1
B00145,A,night,844.7,90,6.54,1.16,524,21.0,177.0,1
B00751,A,night,845.1,90,14.74,1.0,784,26.2,172.6,1
B00477,c,day,844.2,135,9.89,1.66,640,25.5,176.1,1
B00579,F,day,843.2,135,11.66,0.93,740,23.3,177.3,1
B01215,F,night,812.8,105,9.35,1.98,669,22.2,163.7,0
B00597,A,day,848.1,90,10.68,1.5,"1,023",23.0,169.5,1
B01311, C,day,893.0,90,14.09,0.43,710,23.8,176.3,1
B00824,B,day,831.9,105,13.26,1.86,796,21.5,169.5,1
B00190,C,day,858.9,90,,-,"1,092",19.6,174.1,1
B01246,D,day,865.9,105,10.23,1.45,846,23.2,173.0,1
B01157,E,night,867.7,90,,1.42,708,23.0,175.8,1
B00014,B,day,856.5,120,11.89,1.24,593,25.4,177.0,1
B00409,F,night,820.0,105,11.91,0.68,"1,382",21.3,165.3,0
B00038,A,day,854.1,135,16.26,1.16,751,23.7,173.3,1
B01385,B,night,859.4,135,6.98,0.56,"1,505",25.6,180.3,0
B01232,F,night,876.2,150,N/A,0.77,810,21.1,188.5,1
B00974,A,night,821.1,120,12.63,1.5,647,24.8,165.1,0
B00062,D,night,773.5,120,10.67,1.2,387,25.7,153.2,0
B00393,D,day,820.7,150,10.53,1.52,665,28.9,171.0,1
B00699,A,night,850.0,135,11.53,0.62,854,27.3,176.1,1
B01372,C,day,851.1,135,13.82,0.85,"1,158",28.8,176.7,1
B00623,B,night,924.1,90,11.93,1.48,932,25.0,172.1,1
B00977,B,day,831.4,135,14.52,0.41,341,23.7,174.6,1
B00563,A,night,835.9,120,11.26,1.29,610,27.5,171.9,1
B01371,C,night,834.7,135,7.29,1.36,965,29.0,174.2,1
B00270,F,day,863.3,135,17.02,1.79,407,26.7,175.0,1
B00509,F,day,864.4,120,,1.14,"1,356",22.0,170.1,1
B00720,B,night,888.0,120,16.82,0.57,222,22.4,181.9,1
B00436,C,night,831.4,120,14.86,0.65,932,20.8,170.0,1
B00131,A,night,896.0,90,9.4,0.66,859,26.0,178.2,1
B01285,B,day,851.4,120,11.71,1.35,13,23.2,173.3,1
B00972,E ,night,845.5,120,12.13,0.62,731,25.5,175.5,1
B01094,E,day,883.6,120,11.45,1.22,"1,573",22.6,176.9,0
B00328,C,day,849.0,150,9.63,1.02,"1,184",24.3,178.2,1
B00836,C,day,841.1,135,13.97,0.97,"1,057",24.5,173.9,1
B00502,F,day,824.6,90,10.24,0.82,"1,213",23.7,169.3,1
B01111,D,day,888.9,120,12.42,0.82,96,27.5,182.3,1
B00872,F,night,837.9,150,,1.49,995,20.7,174.4,1
B01106,D,night,830.0,135,13.76,1.75,794,25.8,170.7,1
B00060, C,night,886.7,150,8.95,1.0,"1,441",21.4,177.3,1
B00223,F,night,866.3,90,14.12,-,682,24.5,176.5,1
B01045,B,day,853.6,90,-,0.83,730,23.6,176.3,1
B00724,C,day,835.5,90,12.72,-,990,21.2,168.1,1
B00612,e,day,825.0,150,14.8,1.17,974,26.3,167.3,0
B01218,B,day,848.5,150,12.36,1.59,"1,124",27.6,170.6,1
B01210,f,night,822.0,105,14.85,0.62,639,28.2,172.2,1
B00924,D,night,795.8,105,13.01,0.82,969,24.0,158.5,0
B00079,D,day,857.8,120,N/A,0.8,692,25.4,179.1,1
B00036,E,day,824.7,150,-,1.05,"1,435",19.4,168.5,1
B00355,C,night,837.8,105,13.84,0.91,691,19.8,173.4,1
B00319,D ,night,868.4,135,8.47,1.98,"1,074",23.7,178.6,1
B01231,A ,night,833.4,135,15.94,1.01,725,23.5,170.0,1
B00997,e,day,848.7,90,11.81,1.58,"1,007",27.4,170.0,1
B00447,D,day,877.7,150,10.57,0.71,663,24.3,181.1,1
B00051,B,night,903.1,90,8.67,1.3,456,22.9,174.4,1
B01307,A,night,854.2,120,,0.47,937,24.4,175.3,1
B00228,F,night,795.7,135,10.29,1.2,866,25.0,162.9,0
B00157,D,night,862.6,120,,1.04,"1,458",25.1,168.2,1
B01225, F,night,902.6,150,9.14,1.17,978,25.9,179.2,1
B00128,D,day,861.0,105,16.02,1.31,"1,013",21.8,177.1,1
B00120,B,day,828.9,150,13.01,,"1,098",25.4,170.3,1
B00065,F,day,862.4,105,12.12,0.38,919,25.2,177.7,1
B00987,E,night,866.3,90,7.99,1.56,634,27.6,178.4,1
B00191,f,day,889.1,105,9.81,1.18,425,21.1,179.7,1
B00606,D,day,848.7,135,12.67,0.61,734,23.6,174.6,1
B01320,B,night,866.8,90,19.11,1.23,289,23.9,171.3,1
B00290,B,day,869.3,135,12.87,0.87,"1,017",22.4,174.4,1
B00098,C,night,801.7,120,13.99,0.67,430,24.1,163.7,0
B00119,A,day,785.6,105,12.01,1.18,572,22.5,154.7,0
B00896,E,night,869.9,90,11.58,,"1,547",25.1,174.1,0
B00837,E,night,897.0,90,13.09,1.33,744,23.7,173.2,1
B00829,A,night,824.8,135,N/A,2.0,840,23.7,166.8,0
B01037,D,day,812.7,120,12.37,0.75,898,22.1,165.0,0
B00411,D,day,828.1,150,14.88,1.19,880,23.7,168.6,1
B00992, F,day,843.4,120,11.21,1.33,778,23.2,176.3,1
B00633,E,day,881.6,120,10.95,-,792,23.5,177.9,1
B01164,B,day,838.3,135,12.04,0.29,850,25.2,176.2,1
B00138,A,day,753.9,105,7.92,0.71,970,25.0,140.5,0
B00018,E,day,874.8,150,10.94,0.84,766,23.1,181.9,1
B00066,B,night,861.5,135,12.92,1.21,297,21.6,175.4,1
B01142,a,day,881.4,105,15.05,1.29,285,23.7,175.7,1
B00840,C ,day,899.3,90,12.69,0.99,877,21.6,176.8,1
B00942,F ,day,861.6,90,9.7,1.01,563,21.1,179.1,1
B00746,A,day,859.2,105,15.9,1.24,"1,025",25.7,172.5,1
B00703, D,day,823.6,135,12.47,1.46,473,23.5,173.6,1
B00230,A,night,832.0,120,14.32,1.57,202,25.6,167.4,0
B00651,A,day,850.9,120,12.36,1.06,"1,015",25.1,171.7,1
B00927,F,day,843.7,135,10.65,0.92,628,21.6,182.1,1
B01357,C,night,824.9,150,11.17,1.27,637,20.3,170.1,1
B00999, A,day,832.8,150,12.57,0.95,525,24.4,174.3,1
B00071,D,day,806.1,120,16.51,1.31,701,24.8,163.6,0
B00412,A,day,830.2,120,8.25,0.81,884,25.5,174.2,1
B00869,E,day,851.5,120,14.8,1.13,517,24.2,176.0,1
B00392,A,night,887.6,120,8.93,1.02,774,24.9,177.1,1
B00846, E,night,891.6,105,14.35,0.81,789,21.3,178.2,1
B00474,B,night,870.6,135,12.0,0.81,333,21.9,176.7,1
B00039,B ,day,864.5,135,9.68,1.22,964,23.8,179.8,1
B00376,D,night,784.7,135,9.11,1.29,"1,114",22.9,154.4,0
B01130,E,day,877.2,150,12.04,0.37,871,24.5,181.2,1
B00916,C,day,818.7,90,7.56,0.51,767,21.4,170.2,1
B01395,C ,day,848.2,105,-,1.17,681,25.6,173.1,1
B01263,C,day,917.4,120,10.27,1.33,"1,707",27.5,170.8,0
B00820,D,night,871.8,105,13.64,1.57,113,24.8,177.7,1
B00905,A,night,859.1,120,16.42,1.36,"1,087",24.7,169.6,1
